"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-11","6.93"," 1241"," 1243","0.01","0.0","0.0",,"83","58",,"  130","  130","25.1","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-12","7.16"," 1828"," 1841","0.00","0.0","0.0",,"73","59",,"  130","  130","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-13","10.74"," 1554"," 1553","0.02","0.0","0.0",,"79","62",,"  140","  150","17.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-14","6.93"," 1225"," 1217","0.00","0.0","0.0",,"97","63",,"  150","  150","17.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-15","9.62"," 0629"," 0612","0.00","0.0","0.0",,"90","64",,"  340","  320","23.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-16","6.93"," 2030"," 1515","0.00","0.0","0.0",,"98","66",,"  220","   90","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-17","7.16"," 1241"," 1240","0.00","0.0","0.0",,"99","71",,"   10","   10","17.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-18","6.49"," 1330"," 1442","0.00","0.0","0.0",,"100","69",,"  180","  170","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-19","4.70"," 1624"," 2346","0.00","0.0","0.0",,"102","73",,"  350","  180","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-20","12.30"," 0642"," 0644","0.00","0.0","0.0",,"85","57",,"  340","  350","34.9","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-21","4.70"," 1753"," 1748","0.00","0.0","0.0",,"92","54",,"  350","  350","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-22","6.71"," 2349"," 2350","0.00","0.0","0.0",,"95","58",,"  330","  340","34.9","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-23","11.41"," 0040"," 0039","0.00","0.0","0.0",,"83","62",,"  330","  330","36.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-24","5.82"," 1149"," 1318","0.00","0.0","0.0",,"90","61",,"  160","  160","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-25","6.26"," 1455"," 1454","0.00","0.0","0.0",,"97","62",,"   50","   50","28.0","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-26","6.26"," 0531"," 0533","0.00","0.0","0.0",,"89","61",,"  180","  190","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-27","7.83"," 1644"," 1643","0.19","0.0","0.0",,"92","62",,"   20","   30","33.1","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-28","5.82"," 1548"," 1547","0.00","0.0","0.0",,"83","62",,"  180","  170","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-29","8.72"," 1616"," 1616","0.00","0.0","0.0",,"95","58",,"  180","  190","36.9","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-30","6.26"," 0947"," 0958","0.00","0.0","0.0",,"95","58",,"  350","  360","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-07-31","8.50"," 1411"," 1224","0.00","0.0","0.0",,"103","64",,"  210","  170","21.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-01","10.29"," 1509"," 1508","0.01","0.0","0.0",,"99","64",,"  350","  350","33.1","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-02","9.84"," 0638"," 0637","0.00","0.0","0.0",,"87","59",,"  340","  340","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-03","12.08"," 1446"," 1446","0.16","0.0","0.0",,"94","58",,"  330","  350","36.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-04","5.37"," 0851"," 0849","0.00","0.0","0.0",,"87","60",,"  330","  330","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-05","10.96"," 1548"," 1547","0.00","0.0","0.0",,"92","59",,"  190","  200","29.1","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-06","7.38"," 0325"," 0323","0.00","0.0","0.0",,"83","55",,"  350","  360","15.0","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-07","8.50"," 1129"," 1128","0.46","0.0","0.0",,"88","57",,"  170","  170","19.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-08","7.61"," 0436"," 2042","0.00","0.0","0.0",,"81","57",,"  340","  360","19.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-09","6.04"," 1427"," 1427","0.03","0.0","0.0",,"77","53",,"  100","  110","17.9","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-10","4.47"," 1129"," 1054","0.00","0.0","0.0",,"81","52",,"  170","  170","16.1","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-11","6.26"," 2045"," 2044","0.01","0.0","0.0",,"82","54",,"  340","  340","25.1","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-12","9.40"," 1001"," 0934","0.01","0.0","0.0",,"83","54",,"  350","   10","21.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-13","5.59"," 1751"," 1620","0.00","0.0","0.0",,"84","50",,"  130","  140","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-14","10.29"," 1313"," 1454","0.00","0.0","0.0",,"91","59",,"  170","   20","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-15","6.71"," 2224"," 2224","0.00","0.0","0.0",,"97","58",,"  320","  310","42.9","51.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-16","12.30"," 0750"," 0749","0.00","0.0","0.0",,"80","52",,"  330","  330","25.9","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-17","6.26"," 0936"," 0935","0.00","0.0","0.0",,"90","51",,"  180","  180","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-18","7.38"," 2001"," 2053","0.00","0.0","0.0",,"94","58",,"  360","  360","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-19","8.72"," 1639"," 2306","0.00","0.0","0.0",,"73","56",,"   90","  270","17.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-20","3.58"," 1625"," 1427","0.00","0.0","0.0",,"83","53",,"  140","   70","12.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-21","4.25"," 1348"," 1937","0.00","0.0","0.0",,"85","62",,"  130","  200","14.1","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-22","6.49"," 0055"," 0051","0.00","0.0","0.0",,"98","61",,"  330","  340","30.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-23","10.74"," 1324"," 1323","0.00","0.0","0.0",,"100","66",,"  350","  350","28.0","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-24","8.05"," 1556"," 1415","0.00","0.0","0.0",,"89","62",,"  130","  130","15.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-25","7.61"," 1701"," 1701","0.00","0.0","0.0",,"101","63",,"  330","  330","28.0","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-26","9.17"," 1712"," 1759","0.00","0.0","0.0",,"92","65",,"  130","  110","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-27","7.61"," 1528"," 1527","0.00","0.0","0.0",,"96","64",,"  170","  180","19.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-28","9.62"," 0731"," 0730","0.00","0.0","0.0",,"91","65",,"   10","   10","21.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-29","5.14"," 2054"," 2053","1.07","0.0","0.0",,"66","59",,"  290","  280","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-30","5.82"," 0300"," 0259","0.00","0.0","0.0",,"89","56",,"  330","  330","17.0","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-08-31","9.40"," 2032"," 2032","0.00","0.0","0.0",,"98","58",,"  190","  190","31.1","53.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-01","14.99"," 0353"," 0352","0.15","0.0","0.0",,"80","59",,"  340","  340","29.1","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-02","11.18"," 2224"," 2303","0.08","0.0","0.0",,"82","57",,"  340","  350","36.0","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-03","17.45"," 0947"," 0147","0.00","0.0","0.0",,"69","47",,"  330","  340","30.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-04","8.05"," 1629"," 1532","0.00","0.0","0.0",,"73","41",,"  130","  150","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-05","7.83"," 0713"," 1104","0.00","0.0","0.0",,"89","48",,"  170","  170","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-06","6.71"," 1510"," 1328","0.00","0.0","0.0",,"88","54",,"  360","   60","10.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-07","5.82"," 0809",,"0.00","0.0","0.0",,"85","53",,"  350",,"14.1",
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-08","5.59"," 0010",,"0.00","0.0","0.0",,"82","49",,"  110",,"11.0",
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-09","4.92"," 1605"," 1002","0.00","0.0","0.0",,"80","49",,"   80","  140","14.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-10","3.36"," 1551"," 0053","0.00","0.0","0.0",,"83","46",,"  140","  150","14.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-11","7.16"," 1450"," 1237","0.00","0.0","0.0",,"92","49",,"  150","  150","19.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-12","13.42"," 0925"," 0949","0.00","0.0","0.0",,"78","48",,"  340","  350","36.9","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-13","7.61"," 1710"," 2051","0.00","0.0","0.0",,"73","42",,"   20","   20","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-14","7.61"," 0329"," 0415","0.03","0.0","0.0",,"54","40",,"   60","   50","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-15","15.21"," 0820"," 0908","0.29","0.0","0.0",,"46","39",,"  150","  170","25.1","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-16","10.51"," 1348"," 1449","0.00","0.0","0.0",,"71","40",,"  150","  140","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-17","9.17"," 1451"," 1509","0.20","0.0","0.0",,"73","46",,"  340","  340","31.1","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-18","6.26"," 0942"," 0928","0.00","0.0","0.0",,"73","41",,"  330","  330","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-19","10.29"," 2133"," 2118","0.00","0.0","0.0",,"81","43",,"  330","  340","48.1","59.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-20","21.25"," 0104"," 0104","0.00","0.0","0.0",,"64","39",,"  320","  320","44.1","55.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-21","7.38"," 1109"," 1258","0.00","0.0","0.0",,"65","37",,"  350","   20","17.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-22","4.70"," 1242"," 1005","0.00","0.0","0.0",,"72","32",,"  130","  150","12.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-23","8.28"," 1359"," 1405","0.00","0.0","0.0",,"90","41",,"  340","  350","23.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-24","8.72"," 1145"," 1139","0.00","0.0","0.0",,"87","53",,"   10","   10","21.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-25","4.92"," 1607"," 1526","0.00","0.0","0.0",,"84","48",,"  120","  120","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-26","7.38"," 1437"," 1602","0.00","0.0","0.0",,"83","44",,"   10","  350","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-27","5.82"," 1302"," 1318","0.00","0.0","0.0",,"85","54",,"  130","  150","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-28","12.30"," 1339"," 1324","0.00","0.0","0.0",,"84","47",,"   10","  350","29.1","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-29","12.08"," 0024"," 1109","0.00","0.0","0.0",,"67","35",,"  330","  350","25.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-09-30","9.17"," 0854"," 0854","0.00","0.0","0.0",,"80","35",,"  170","  160","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-01","4.25",,,"0.00","0.0","0.0",,"90","44",,"  140","  130","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-02","5.82",,,"0.00","0.0","0.0",,"96","46",,"  180","  150","19.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-03","7.61",,,"0.00","0.0","0.0",,"87","52",,"  320","   40","15.0","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-04","6.49",,,"0.00","0.0","0.0",,"90","53",,"  160","  180","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-05","16.78",,,"0.00","0.0","0.0",,"80","57",,"  170","  170","30.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-06","10.74",,,"1.01","0.0","0.0",,"71","48",,"  310","  310","28.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-07","17.67",,,"0.00","0.0","0.0",,"66","42",,"  220","  220","38.0","45.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-08","14.54",,,"0.19","0.0","0.0",,"50","40",,"  350","  340","25.9","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-09","6.71",,,"0.03","0.0","0.0",,"50","44",,"  360","   10","13.0","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-10","2.91",,,"0.00","0.0","0.0",,"65","40",,"  120","  120","8.9","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-11","4.03",,,"0.00","0.0","0.0",,"70","37",,"  340","  340","21.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-12","15.21",,,"0.00","0.0","0.0",,"65","38",,"  320","  320","32.0","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-13","14.09",,,"0.00","0.0","0.0",,"64","37",,"  350","  340","29.1","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-14","6.71",,,"0.00","0.0","0.0",,"52","36",,"  340","  340","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-15","10.51",,,"0.00","0.0","0.0",,"72","31",,"  350","  340","29.1","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-16","6.71",,,"0.10","0.0","0.0",,"55","41",,"  340","  350","17.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-17","14.32",,,"0.02","0.0","0.0",,"55","38",,"  330","  320","23.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-18","13.87",,,"0.00","0.0","0.0",,"57","34",,"  330","  340","33.1","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-19","6.26",,,"0.00","0.0","0.0",,"56","28",,"  120","  130","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-20","3.80",,,"0.00","0.0","0.0",,"64","25",,"  300","  300","10.1","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-21","7.61",,,"0.00","0.0","0.0",,"65","40",,"  360","  360","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-22","2.91",,,"0.01","0.0","0.0",,"65","39",,"  320","  340","21.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-23","10.51",,,"0.00","0.0","0.0",,"65","40",,"  310","  320","40.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-24","7.16",,,"0.00","0.0","0.0",,"60","35",,"  360","  360","17.0","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-25","16.55",,,"0.02","0.0","0.0",,"50","35",,"  320","  350","25.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-26","8.28",,,"0.00","0.0","0.0",,"47","19",,"  270","  270","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-27","7.16",,,"0.00","0.0","0.0",,"54","16",,"  340","  350","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-28","4.92",,,"0.00","0.0","0.0",,"53","25",,"   60","   70","10.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-29","11.63",,,"0.00","0.0","0.0",,"65","25",,"  320","  320","44.1","51.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-30","8.05",,,"0.00","0.0","0.0",,"57","24",,"  330","  350","25.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-10-31","8.28",,,"0.00","0.0","0.0",,"71","29",,"  340","  350","33.1","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-01","13.20"," 9999",,"0.03","0.0","0.0",,"45","33",,"  330","  330","33.1","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-02","8.05"," 9999",,"0.00","0.0","0.0",,"45","18",,"  350","  350","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-03","14.54"," 9999",,"0.00","0.0","0.0",,"55","13",,"  180","  180","32.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-04","11.86"," 9999",,"0.00","0.0","0.0",,"69","27",,"  180","  180","21.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-05","14.32"," 9999",,"0.00","0.0","0.0",,"51","31",,"  340","  340","36.0","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-06","10.07"," 9999",,"0.00","0.0","0.0",,"46","21",,"  280","  270","23.0","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-07","8.72"," 9999",,"0.00","0.0","0.0",,"44","16",,"  160","  150","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-08","8.28"," 9999",,"0.00","0.0","0.0",,"49","18",,"  340","   10","19.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-09","11.86"," 9999",,"0.00","0.2","0.0",,"47","20",,"  320","  320","28.0","36.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-10","2.91"," 9999",,"0.00","0.0","0.0",,"55","16",,"  310","  160","13.0","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-11","4.70"," 9999",,"0.00","0.0","0.0",,"64","26",,"  270","  350","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-12","7.61"," 9999",,"0.00","0.0","0.0",,"58","26",,"  330","  330","34.9","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-13","10.29"," 9999",,"0.01","0.0","0.0",,"54","30",,"  330","  330","34.9","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-14","6.26"," 9999",,"0.00","0.0","0.0",,"51","23",,"  300","  300","25.1","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-15","12.08"," 9999",,"0.00","0.0","0.0",,"37","19",,"  340","  350","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-16","9.84"," 9999",,"0.00","0.0","0.0",,"36","10",,"  340","  340","25.1","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-17","7.16"," 9999",,"0.00","0.0","0.0",,"55","7",,"  360","  250","25.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-18","12.75"," 9999",,"0.20","7.7","0.0",,"40","19",,"  340","  340","23.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-19","7.16"," 9999",,"0.41","6.1","8.0",,"19","-7",,"   30","   30","17.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-20","2.91"," 9999",,"0.00","0.0","10.0",,"21","-6",,"  360","  360","13.0","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-21","3.80"," 9999",,"0.00","0.0","8.0",,"34","4",,"  350","  350","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-22","5.59"," 9999",,"0.00","0.0","7.0",,"42","24",,"  340","  300","13.0","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-23","2.91"," 9999",,"0.00","0.0","5.0",,"55","26",,"  250","  230","15.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-24","4.25"," 9999",,"0.00","0.0","3.0",,"56","34",,"  260","  250","12.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-25","16.11"," 9999",,"0.01","0.0","0.0",,"52","35",,"  330","  320","40.0","51.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-26","24.38"," 9999",,"0.00","0.0","0.0",,"39","17",,"  320","  310","47.0","57.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-27","2.68"," 9999",,"0.00","0.0","0.0",,"58","17",,"  150","  150","13.0","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-28","10.74"," 1302"," 1451","0.00","0.0","0.0",,"57","24",,"  360","  360","25.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-29","3.13"," 1019"," 1019","0.00","0.0","0.0",,"51","25",,"  160","  160","10.1","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-11-30","10.51"," 2359"," 2355","0.05","0.6","0.0",,"47","28",,"  360","  360","21.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-01","8.72",,,"0.07","1.1","1.0",,"29","14",,"   20","   20","29.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-02","13.42",,,"0.00","0.0","1.0",,"39","14",,"  350","  330","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-03","12.75",,,"0.00","0.0","0.0",,"30","9",,"  330","  330","25.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-04","22.15",,,"0.00","0.0","0.0",,"26","12",,"  330","  330","40.9","51.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-05","4.03",,,"0.00","0.0","0.0",,"19","-1",,"  330","  330","29.1","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-06","3.36",,,"0.00","0.0","0.0",,"37","-4",,"  330","  330","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-07","7.38",,,"0.00","0.1","0.0",,"39","23",,"  330","  330","17.0","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-08","8.28",,,"0.00","0.6","0.0",,"28","10",,"  360","   10","23.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-09","4.25",,,"0.02","0.3","1.0",,"25","8",,"  170","  160","12.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-10","4.25",,,"0.00","0.0","1.0",,"48","17",,"  190","  190","14.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-11","6.93",,,"0.00","0.0","0.0",,"49","22",,"   10","  360","21.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-12","8.05",,,"0.00","0.0","0.0",,"25","18",,"  150","  150","15.0","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-13","8.50",,,"0.00","0.0","0.0",,"30","15",,"  160","  170","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-14","15.43",,,"0.00","0.0","0.0",,"42","16",,"  320","  330","36.0","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-15","5.82",,,"0.00","0.0","0.0",,"36","16",,"  340","  330","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-16","4.92",,,"0.00","0.0","0.0",,"45","16",,"  340","  340","15.0","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-17","2.46",,,"0.00","0.0","0.0",,"54","19",,"  300","  290","8.9","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-18","8.05",,,"0.00","0.0","0.0",,"61","25",,"  350","  360","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-19","9.62",,,"0.00","0.0","0.0",,"36","16",,"  350","  350","25.1","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-20","3.13",,,"0.00","0.0","0.0",,"50","14",,"  360","  350","10.1","12.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-21","15.21",,,"0.12","0.7","0.0",,"39","19",,"  360","   10","29.1","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2011-12-22","5.59",,,"0.00","0.0","1.0",,"27","7",,"  340","  330","17.9","21.9"
