"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-15","7.16"," 0810"," 0810","0.00",,,"66","81","50","    0","   30","   30","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-16","4.70"," 2359"," 2348","0.00",,,"69","89","48","    0","  330","  330","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-17","8.95"," 1713"," 1713","0.00",,,"74","90","58",,"   70","   60","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-18","10.51"," 0439"," 0404","0.00",,,"73","86","60","    0","  330","  330","21.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-19","17.90"," 0526"," 0525","0.00",,,"64","79","48","    0","  330","  330","36.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-20","10.51"," 1352"," 1350","0.00",,,"63","82","43",,"  150","  160","25.1","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-21","7.61"," 0234"," 0259","0.00",,,"77","93","61","    0","  140","  250","32.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-22","8.50"," 2017"," 2015","0.05",,,"80","97","63","    0","  290","  280","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-23","8.05"," 1639"," 1654","0.00",,,"76","95","56","    0","  350","  350","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-24","8.28"," 1958"," 1957","0.00",,,"78","95","61","    0","  330","  330","36.9","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-25","8.05"," 0201"," 0200","0.00",,,"80","96","64","    0","  280","  270","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-26","7.16"," 1306"," 1303","0.00",,,"77","94","59",,"   80","   80","15.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-27","6.26"," 1030"," 1311","0.00",,,"80","101","58","    0","  140","  140","14.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-28","9.84"," 1158"," 1139","0.00",,,"85","108","62","    0","  190","  200","30.0","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-29","13.65"," 2141"," 2140","0.00",,,"89","109","68","    0","  330","  330","38.9","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-06-30","12.30"," 0304"," 1641","0.00",,,"81","94","68",,"  330","  140","21.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-01","14.09"," 0724"," 0720","0.00",,,"78","91","64",,"  330","  340","44.1","51.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-02","10.51"," 0730"," 0853","0.00",,,"77","91","63",,"  350","   10","23.0","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-03","12.97"," 1533"," 1503","0.00",,,"77","96","58",,"  140","  120","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-04","14.32"," 0936"," 1035","0.03",,,"84","100","68",,"  180","  180","34.9","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-05","12.75"," 0802"," 0829","0.00",,,"83","99","67","    0","  190","  180","25.1","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-06","11.63"," 1427"," 0454","0.00",,,"78","91","64","    0","  150","  330","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-07","8.28"," 0609"," 0608","0.00",,,"78","95","61","    0","  350","  350","17.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-08","11.18"," 1940"," 1939","0.44",,,"81","94","67","    0","  280","  270","45.0","55.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-09","17.00"," 0850"," 0849","0.00",,,"73","88","58","    0","  330","  330","33.1","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-10","16.11"," 1256"," 1051","0.00",,,"70","81","58","    0","  350","  330","29.1","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-11","7.83"," 1754"," 1644","0.00",,,"67","79","54","    0","  140","  120","14.1","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-12","7.61"," 1709"," 1641","0.00",,,"75","95","54","    0","   20","   30","15.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-13","6.26"," 1747"," 1745","0.00",,,"78","99","57","    0","  110","  110","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-14","8.72"," 1412"," 2219","0.00",,,"82","102","61","    0","  130","  160","17.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-15","10.74"," 1742"," 1741","0.00",,,"86","106","66","    0","  160","  160","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-16","6.26"," 0826"," 0920","0.00",,,"86","104","67",,"  350","   10","15.0","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-17","11.86"," 0512"," 0511","0.00",,,"88","102","74",,"  330","  320","31.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-18","10.07"," 0431"," 0345","0.00",,,"80","89","70",,"  350","  350","25.1","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-19","9.40"," 2144"," 2143","0.00",,,"84","98","69",,"  280","  280","29.1","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-20","14.99",,,"0.40",,,,"97","66",,"  210","  210","68.9","89.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-21","10.07"," 2104"," 2104","0.18",,,"80","97","62",,"  310","  310","25.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-22","7.83"," 1726"," 1726","0.00",,,"71","84","58",,"  110","  110","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-23","9.40"," 2139"," 2138","0.07",,,"76","94","58",,"  330","  330","34.9","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-24","5.37"," 2316"," 2348","0.00",,,"80","96","63",,"  340","  330","17.9","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-25","9.40"," 1558"," 1557","0.01",,,"78","91","64","    0","  190","  200","23.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-26","6.93"," 1828"," 1827","0.00",,,"76","91","60","    0","  330","  330","30.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-27","11.41"," 2134"," 2133","0.00",,,"75","92","58","    0","  330","  340","33.1","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-28","7.61"," 0022"," 0017","0.00",,,"72","85","58","    0","  340","  340","29.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-29","6.93"," 1339"," 1338","0.00",,,"76","97","54","    0","  310","  310","21.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-30","9.62"," 0829"," 0758","0.00",,,"83","99","66","    0","  340","  350","21.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-07-31","11.63"," 2112"," 2202","0.00",,,"83","100","65","    0","  330","  350","40.9","49.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-01","13.20"," 0035"," 0034","0.00",,,"68","79","56","    0","  350","  350","38.9","45.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-02","14.32"," 1241"," 1241","0.00",,,"72","92","51","    0","  180","  170","33.1","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-03","13.42"," 0952"," 1135","0.00",,,"81","94","68","    0","  350","  320","29.1","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-04","9.84"," 1401"," 1414","0.00",,,"71","75","66","    0","  100","  110","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-05","9.84"," 2056"," 1859","0.25",,,"72","79","64","    0","  200","  110","17.9","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-06","12.30"," 1423"," 1422","0.01",,,"82","100","63",,"  180","  170","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-07","13.65"," 1341"," 1443","0.02",,,"84","100","67","    0","  170","  170","25.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-08","10.96"," 1541"," 1537","0.23",,,"75","92","57","    0","  260","  240","36.0","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-09","10.07"," 1516"," 1515","0.00",,,"67","83","50",,"  350","  350","29.1","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-10","6.49"," 0832"," 0923","0.00",,,"70","91","48",,"  260","  280","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-11","14.09"," 2102"," 2102","0.00",,,"76","96","56","    0","  330","  330","33.1","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-12","9.40"," 1757"," 1625","0.01",,,"62","73","50","    0","  350","  330","21.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-13","6.93"," 1556"," 1556","0.00",,,"65","82","48","    0","  340","  340","16.1","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-14","10.29"," 2307"," 2306","0.00",,,"75","97","52","    0","  350","  350","31.1","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-15","9.17"," 0223"," 0223","0.00",,,"68","80","55","    0","  330","  330","32.0","38.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-16","18.57"," 1722"," 1716","0.00",,,"75","101","49","    0","  320","  330","53.9","64.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-17","8.50"," 0018"," 0037","0.00",,,"56","73","39","    0","  340","  330","36.0","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-18","12.53"," 1210"," 1210","0.00",,,"61","79","43","    0","  330","  330","40.0","47.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-19","10.07"," 1146"," 1457","0.00",,,"67","89","44","    0","  160","  160","21.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-20","11.41"," 1159"," 1201","0.00",,,"76","88","64","    0","  120","  120","21.0","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-21","11.41"," 1216"," 1701","0.06",,,"69","80","58","    0","   20","   20","23.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-22","6.71"," 0035"," 0035","0.00",,,"74","86","61",,"   20","   30","17.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-23","9.17"," 1827"," 1827","0.12",,,"73","86","60","    0","  330","  330","30.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-24","6.71"," 1849"," 1849","0.00",,,"70","83","56","    0","  260","  260","21.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-25","7.61"," 1349"," 1354","0.00",,,"71","91","50","    0","  170","  180","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-26","7.83"," 1422"," 1420","0.02",,,"82","84","43",,"   60","   50","38.0","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-27","11.63"," 2339"," 2339","0.00",,,"71","87","55","    0","  340","  340","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-28","7.61"," 2359"," 2359","0.00",,,"72","83","61","    0","  340","  340","21.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-29","11.41"," 0426"," 0422","0.04",,,"76","91","60","    0","  260","  250","25.9","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-30","8.72"," 0021"," 0000","0.00",,,"75","92","58","    0","  180","  180","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-08-31","11.41"," 2124"," 2123","0.00",,,"76","99","53","    0","  330","  330","28.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-01","8.50"," 1523"," 1522","0.00",,,"76","94","58","    0","  240","  240","21.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-02","14.54"," 0020"," 0019","0.00",,,"66","80","52",,"  330","  330","36.9","46.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-03","11.18"," 1225"," 1301","0.00",,,"74","95","52","    0","  180","  180","23.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-04","6.71"," 1220"," 1238","0.00",,,"78","94","62","    0","  280","  220","28.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-05","7.61"," 1639"," 1514","0.00",,,"79","100","57","    0","  130","  210","16.1","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-06","7.83"," 1743"," 1759","0.00",,,"80","98","62","    0","  170","  160","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-07","7.38"," 1931"," 1930","0.33",,,"80","98","61","    0","  270","  270","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-08","10.74"," 0824"," 0737","0.00",,,"72","82","61","    0","  340","  350","25.1","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-09","6.93"," 0835"," 0831","0.85",,,"57","65","49","    0","   20","   30","17.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-10","3.58"," 1539"," 1538","0.00",,,"61","77","45","    0","  150","  150","13.0","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-11","7.61"," 1205"," 1146","0.00",,,"65","82","48","    0","  170","  170","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-12","3.80"," 2359"," 2359","0.45",,,"58","61","55","    0","  300","  300","10.1","12.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-13","5.59"," 2355"," 2355","0.19",,,"60","67","53","    0","  320","  320","23.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-14","8.50"," 0024"," 0011","0.00",,,"60","71","49","    0","  330","  330","23.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-15","3.80"," 0212"," 0213","0.00",,,"68","87","48","    0","  150","  140","13.0","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-16","8.72"," 1333"," 1333","0.00",,,"73","94","51","    0","  180","  180","23.0","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-17","8.95"," 2145"," 2144","0.01",,,"72","88","55","    0","  270","  270","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-18","26.62"," 1515"," 1448","0.57",,,"58","65","51","    0","  320","  320","38.9","51.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-19","7.61"," 0017"," 0006","0.00",,,"56","70","42","    0","  330","  320","21.0","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-20","13.42"," 1235"," 1254","0.00",,,"57","71","42",,"  350","  330","36.9","44.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-21","11.18"," 1649"," 1648","0.01",,,"47","57","36","    0","  330","  330","36.9","42.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-22","8.95"," 2156"," 2219","0.00",,,"51","70","31","    0","  350","  350","21.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-23","8.72"," 0030"," 0029","0.00",,,"48","57","39","    0","  340","  330","25.9","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-24","8.95"," 1730"," 1730","0.00",,,"57","75","39","    0","  340","  340","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-25","6.26"," 0045"," 0048","0.04",,,"42","47","36","    0","  340","  340","17.0","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-26","5.14"," 1607"," 1417","0.00",,,"50","62","38","    0","  160","  150","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-27","10.29"," 2336"," 2310","0.00",,,"49","62","36","    0","  340","  330","28.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-28","12.75"," 0156"," 0154","0.00",,,"45","50","39","    0","  340","  340","28.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-29","10.07"," 1328"," 1333","0.00",,,"61","79","42","    0","  190","  200","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-09-30","11.41"," 0228"," 0227","0.00",,,"64","76","51","    0","  260","  270","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-01","12.30"," 1359"," 1114","0.19",,,"48","54","41","    0","  340","  350","23.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-02","8.05"," 2319"," 2316","0.00",,,"40","43","36","    0","  180","  180","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-03","11.63"," 2054"," 2053","0.00",,,"46","58","33","    0","  330","  330","28.0","34.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-04","13.20"," 2021"," 2007","0.01",,,"47","56","38","    0","  320","  320","28.0","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-05","9.84"," 2359"," 2359","0.03",,,"46","58","34","    0","  330","  340","28.0","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-06","11.86"," 0005"," 0003","0.00",,,"44","53","35","    0","  320","  320","31.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-07","10.29"," 1529"," 1528","0.00",,,"56","74","38",,"  310","  310","21.0","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-08","9.62"," 0607"," 0555","0.18",,,"47","52","41","    0","  340","  330","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-09","5.14"," 1214"," 1249","0.00",,,"52","67","37","    0","   40","   20","14.1","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-10","5.14"," 1415"," 1414","0.00",,,"57","78","35","    0","  250","  250","14.1","16.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-11","17.00"," 0531"," 0513","0.06",,,"47","59","34","    0","  340","  330","34.9","40.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-12","9.84"," 1257"," 0434","0.00",,,"38","50","25","    0","  310","  340","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-13","6.71"," 1402"," 1507","0.00",,,"45","66","23","    0","  180","  190","23.9","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-14","19.69"," 1254"," 1216","0.00",,,"45","58","31","    0","  330","  330","33.1","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-15","7.61"," 1201"," 1107","0.00",,,"45","56","33","    0","  170","  160","14.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-16","10.07"," 1518"," 1517","0.03",,,"38","49","27","    0","  340","  330","30.0","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-17","5.82"," 1345"," 1358","0.00",,,"46","65","26","    0","  180","  160","16.1","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-18","10.29"," 1445"," 1441","0.00",,,"44","61","27","    0","  340","  330","29.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-19","3.80"," 1425"," 1320","0.00",,,"42","60","24",,"  130","  130","12.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-20","8.05"," 1538"," 1450","0.00",,,"46","63","28","    0","   30","   30","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-21","8.05"," 2321"," 2321","0.02",,,"37","48","25","    0","   30","   30","23.9","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-22","10.96"," 0003"," 2357","0.08",,,"24","28","20",,"   10","   20","19.9","23.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-23","9.40"," 1830"," 1807","0.05",,,"23","25","20",,"  130","  130","17.0","19.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-24","10.07"," 1309"," 1243","0.00",,,"28","33","23",,"  150","  150","17.9","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-25","5.37"," 2025"," 0553","0.00",,,"34","43","25",,"  320","  340","12.1","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-26","3.80"," 1419"," 1409","0.00",,,"31","41","20",,"  130","  110","12.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-27","3.58"," 1530"," 1339","0.00",,,"36","42","30",,"   20","  140","10.1","13.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-28","10.29"," 2351"," 2354","0.00",,,"35","44","25",,"  330","  330","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-29","23.94"," 1428"," 1441","0.00",,,"25","33","16","    0","  350","  340","33.1","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-30","6.49"," 0208"," 2357","0.00",,,"14","17","10","    0","   10","  350","15.0","17.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-10-31","3.36"," 2359"," 2359","0.00",,,"12","20","3","    0","  340","  340","14.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-01","7.16"," 1631"," 1712","0.00",,,"17","29","4","    0","   20","   20","14.1","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-02","4.47"," 2347"," 2343","0.00",,,"24","33","14","    0","  310","  310","8.9","10.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-03","6.71"," 1101"," 1116","0.00",,,"34","47","21","    0","  340","  340","17.9","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-04","12.08"," 2331"," 2305","0.00",,,"34","47","20","    0","  330","  330","25.1","31.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-05","15.21"," 0937"," 0936","0.00",,,"41","52","29","    0","  320","  330","34.9","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-06","4.25"," 1145"," 1144","0.00",,,"46","62","29","    0","  340","  340","15.0","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-07","4.92"," 0822"," 1257","0.00",,,"49","67","30","    0","  290","  250","19.9","21.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-08","10.51"," 2159"," 2157","0.00",,,"51","65","36","    0","  270","  260","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-09","11.63"," 1551"," 1550","0.00",,,"47","59","34","    0","  290","  300","28.0","32.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-10","9.40"," 0316"," 0315","0.00",,,"31","42","20","    0","  350","  350","23.9","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-11","7.38"," 0648"," 0644","0.00",,,"37","48","26","    0","  340","  350","19.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-12","4.03"," 1103"," 1104","0.00",,,"48","57","26",,"  230","  230","15.0","15.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-13","12.30"," 1213"," 1043","0.00",,,"47","60","33","    0","  330","  320","25.1","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-14","9.84"," 1322"," 1351","0.00",,,"39","53","25","    0","  340","  340","25.9","29.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-15","11.41"," 1011"," 0957","0.00",,,"40","50","29","    0","  320","  330","23.0","28.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-16","2.91"," 1300"," 1259","0.00",,,"40","56","24","    0","  160","  160","12.1","14.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-17","10.07"," 1943"," 1942","0.00",,,"46","62","30","    0","  340","  340","25.9","33.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-18","7.61"," 2353"," 2353","0.00",,,"39","54","24","    0","  320","  320","21.9","25.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-19","10.96"," 2358"," 2358","0.00",,,"45","60","29","    0","  320","  320","25.1","30.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-20","15.21"," 1102"," 1101","0.00",,,"54","64","43",,"  330","  330","31.1","36.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-21","9.17"," 0201"," 0150","0.00",,,"46","57","35",,"  340","  340","17.9","23.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-22","15.43"," 1155"," 1408","0.00",,,"50","72","27",,"  340","  340","36.0","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-23","14.09"," 1039"," 1039","0.04",,,"34","41","26",,"  340","  340","23.0","25.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-24","7.83"," 0325"," 0327","0.00",,,"18","26","10",,"  350","  350","16.1","17.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-25","15.88"," 1501"," 1504","0.00",,,"17","35","-2","    0","  330","  330","42.9","48.1"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-26","8.50"," 0003"," 2356","0.00",,,"17","23","10","    0","  330","  330","34.9","40.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-27","10.07"," 1211"," 1205","0.00",,,"29","41","16","    0","  330","  330","34.9","38.9"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-28","5.82"," 1629"," 1628","0.00",,,"48","68","27","    0","  320","  330","17.0","21.0"
"USW00024090","RAPID CITY REGIONAL AIRPORT, SD US","2002-11-29","20.80"," 1442"," 1441","0.00",,,"41","51","30","    0","  320","  320","38.9","48.1"
